"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 13 19:08:27 GMT 2022","Mon Jun 13 19:08:29 GMT 2022","2659","","CheckBoxTest","","CheckBoxTest","RadioButtonTest","RadioButtonTest()",""
"passed","Mon Jun 13 19:08:29 GMT 2022","Mon Jun 13 19:08:32 GMT 2022","2429","","CheckBoxTest","","CheckBoxTest","CheckBoxTest","CheckBoxTest()",""
